poetry_ground_truth,text,poetry_generated_Seq2Seq_with_Att
این عیادت از برای این صله ست / وین صله از اسرار محبت گفته ست,این عیادت و احوالپرسی از نوع نوعی ارتباط روحی و عاطفی است. و این پیوند و دوستی ، حامل صد نوع دوستی و مودت است,تا که که در تو را <end> 
این عیادت از برای این صله ست / وین صله از دل محبت گرفته ست,این عیادت و احوالپرسی از مردم بخاطر مسايل مادی و معنوی است. و این پیوند و پیوند معنوی دارای صد نوع دوستی و مودت است,تا که که در تو را <end> 
در عیادت شد رسول بی گناه / آن یکی را به حال بینا دید,حضرت ایت الله که مردی بی همتا و نظیر است به دیدن همسر خود رفت و او را در حال سلام دادن دید.,تا که که در تو را <end> 
در طریقت شد رسول بی قرار / آن مرد را به حال نزع دید,این سلام الله که شخصیتی بی همتا و نظیر است به سوی همسر خود رفت و او را در حال سلام دادن دید.,تا که که در تو را <end> 
چون شدم دور از حضور اولیا / در حقیقت گشته یی دور از حضور,زیرا اگر تو از حضور اولیاء الهی دور شوی. در واقع از درگاه حق دور شدهای.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون شوی دور از سر اولیا / در حقیقت افتاده یی دور از خدا,زیرا اگر تو از حضور رسول الله دور شوی. در واقع از حضور حق دور شدهای.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
چون شاهان در هر دم شتاب / تا شوی ز آن زمان بهتر ز آفتاب,هر ان با سرعت تمام سایه شاهان را روشن کن تا به وسیله ان سایه از خورشید تابان نیز دور شوی,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
گر سفر کنی یک سو برو / ور حضر باشد از این غافل مش,اگر خیال سفر کردن داری با همین نیت برو و اگر در سفر داری از این نیت غافل مشو.,تا که که در تو را <end> 
گر سفر داری بدین نیت ؟ / چون حضر باشد از این غافل مش,اگر خیال سفر کردن داری با همین نیت داری و اگر در سفر داری از این نیت غافل مشو.,تا که که در تو را <end> 
بوستان چون نظر در باغ کرد / چمن چون دزدان به باغ خود سه روز,یک نفر وقتی به خانه خود نگاه کرد. هر سه نفر دیگر مانند او در باغ هستند.,تا که که در تو را <end> 
باغبانی چون نظر در باغ کرد / باغی چون دزدان به کام خود سه روز,یک مرد وقتی به خانه خود نگاه کرد. هر سه نفر مرد مانند او در خطر هستند.,تا که که در تو را <end> 
گفت با تو مرا صد حجت است / همه جمع اند و جماعت بیش است,او پیش خود گفت من برای مقابله و مقابله با اینها صد گونه حجت و وظیفه دارم. ولی تردید من در انست که اینها جمعی متشکل اند.,تا که که در تو را <end> 
گفت با اینها مرا صد رنج است / جمله جمع اند و بی قوت است,او پیش خود گفت من برای برخورد و مقابله با اینها صد گونه قاعده و حکم نمیشناسم. ولی اعتقاد من در انست که اینها جمعی کوچک اند.,تا که که در تو را <end> 
بر ایشان یک زمان با سه شاه / پس ببرمشان نخست از همدگر,به شخصه نمیتوانم از پس مشکلات بمیرم. از طرفی باید این سه نفر را از یکدیگر جدا کنم.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
بر تخت یک تنه با سه ماه / پس ببرمشان نخست از میان,به شخصه نمیتوانم از پس زندگی بردارم. از طرفی باید این سه نفر را از یکدیگر جدا کنم.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هر یکی را شد دگر تنها کنم / جمله تنها شد دیگر بر کنم,هر یکی از اینها را از دیگری جدا میکنم و چون تنها شد ، او را میزنم.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هر یکی را بار دگر تنها کنم / لیک تنها شد باز بر کنم,هر یکی از پاهایش را از دیگری جدا میکنم و چون تنها شد سبیل او را میکشم.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
نظر کرد و کرد دنیا را به راه / تا کند دنیا را با او تباه,باغبان نیرنگ بهکار بست و طرفدارانش را به مناظره دعوت کرد تا نظر رفقا را نسبت به او بدبین و بدگمان سازد.,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
